,coordinates,cost_text,desc,name,rooms
https://www.domain.com.au/30-towerhill-avenue-doreen-vic-3754-15590035,"[-37.6043722, 145.1089408]",$420pw/$1825pcm," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",30 Towerhill Avenue Doreen VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/43-garden-road-doreen-vic-3754-16049624,"[-37.6084665, 145.131311]",$435 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",43 Garden Road Doreen VIC 3754,"['4 Beds', '2 Baths', '4 Parking']"
https://www.domain.com.au/11-montville-street-doreen-vic-3754-16036497,"[-37.5846701, 145.1256209]",$470," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",11 Montville Street Doreen VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/57-barak-parade-doreen-vic-3754-16032486,"[-37.6135591, 145.1344198]",$520 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",57 Barak Parade Doreen VIC 3754,"['4 Beds', '2 Baths', '3 Parking']"
https://www.domain.com.au/3-hayes-road-mernda-vic-3754-16030057,"[-37.5943552, 145.1036832]",$390 Per Week / $1695 Per Calendar Month," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3 Hayes Road Mernda VIC 3754,"['3 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/8-falkirk-drive-mernda-vic-3754-16029721,"[-37.5883006, 145.0914885]","$390 Per Week - $1,695 Per Calendar Month"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",8 Falkirk Drive Mernda VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/104-36-rowell-drive-mernda-vic-3754-16029289,"[-37.5903936, 145.096336]",$370," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",104/36 Rowell Drive Mernda VIC 3754,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/12-strider-street-mernda-vic-3754-14379834,"[-37.6076679, 145.0654111]",$420.00 per week,"Designed for family living and entertaining, this brand-new sophisticated home features quality finishes throughout and consists of an open plan kitchen and living room abundant with natural light that opens up into a private undercover alfresco area and private backyard.",12 Strider Street Mernda VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/3-cantona-parkway-mernda-vic-3754-16028473,"[-37.5980323, 145.0807286]",$420,"Perfectly located only minutes from local shops and schools is this immaculate modern home. Featuring three bedrooms all with built in robes and a walk in robe and ensuite to the master bedroom, large open plan kitchen/living with stainless steel appliances, dishwasher and plenty of bench &amp; cupboard space. Other features includes ducted heating, refrigerated cooling and a low maintenance and",3 Cantona Parkway Mernda VIC 3754,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/7-painted-hills-road-lot-153-doreen-vic-3754-10247135,"[-37.5850228, 145.1308917]",$370.00 per week,"Townhouse located in the Laurimar Estate. Surrounded by beautiful park lands and lakes while also close to local schools, shops and restaurants making this property an opportunity not to miss. This property includes - ",7 Painted Hills Road (Lot 153) Doreen VIC 3754,"['3 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/9-athalie-rise-doreen-vic-3754-16017360,"[-37.599838, 145.1330568]",$500,"This 4 bedroom house is well presented throughout. It offers master with full ensuite and walk-in wardrobe and 3 other bedrooms all with built-in wardrobes. Separate open lounge at the front, timber look kitchen with polished floorboards, stainless steel appliances, dishwasher and large pantry adjoins the meals and family area plus a separate lounge, theatre room or rumpus room. There is internal",9 Athalie Rise Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/15-beltons-way-doreen-vic-3754-15977417,"[-37.5887601, 145.1235088]",$485.00 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",15 Beltons Way Doreen VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/66-waterwheel-grove-mernda-vic-3754-15272227,"[-37.5855247, 145.0797687]",$350.00 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",66 Waterwheel Grove Mernda VIC 3754,"['2 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/doreen-vic-3754-14999646,"[-37.6025702, 145.1497524]",No Deposit Required," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/doreen-vic-3754-15118696,"[-37.6, 145.15]",Rent2own with No Deposit,"First Step Homes has a solution for Homeownership, whether it's a Rent2own or simply lending you your deposit and going to the bank. We also lend you your costs associated with your purchase, e.g. legal, stamp duty, govt &amp; bank charges.",Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/31-hazelton-drive-doreen-vic-3754-16082131,"[-37.5865409, 145.1229053]",$550 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",31 Hazelton Drive Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/4-blaimore-way-mernda-vic-3754-16080031,"[-37.597224, 145.0923072]",$430,A fantastic family home sure to impress!,4 Blaimore Way Mernda VIC 3754,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/11-turnstone-street-doreen-vic-3754-16079828,"[-37.6030209, 145.1099321]",$550," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",11 Turnstone Street Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/19-balvicar-way-mernda-vic-3754-16069664,"[-37.6035643, 145.0647998]",$450 weekly,"This freshly painted wonderful family home is only minutes away from Mernda station, Mernda Village Town Centre, schools and cafes. Providing four generous bedroom sized bedrooms including an ensuite to the master bedroom. This spacious home comprises of an open plan kitchen/living area and a separate formal lounge. Further features include gas ducted heating, split system cooling, a double lock",19 Balvicar Way Mernda VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/80-kerrabee-drive-mernda-vic-3754-16064240,"[-37.5914893, 145.0806311]",$410,"The house with generous 3 bedrooms , master room with walk in robe and ensuite , remaining rooms with Built in robes that are serviced by central bathroom. Living zone including faming living, kitchen with stainless steel appliances, overlooking meals area.",80 Kerrabee Drive Mernda VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/80-kerrabee-drive-mernda-vic-3754-16064077,"[-37.5914893, 145.0806311]",$410,"The house with generous 3 bedrooms , master room with walk in robe and ensuite , remaining rooms with Built in robes that are serviced by central bathroom. Living zone including faming living, kitchen with stainless steel appliances, overlooking meals area.",80 Kerrabee Drive Mernda VIC 3754,"['3 Beds', '2 Baths']"
https://www.domain.com.au/6-mcculloch-street-mernda-vic-3754-16070308,"[-37.590814, 145.083733]",$400," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",6 Mcculloch Street Mernda VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/30-eliot-avenue-doreen-vic-3754-16067572,"[-37.579656, 145.1298884]",$550," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",30 Eliot Avenue Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/22-scotchmer-crescent-mernda-vic-3754-11593476,"[-37.5997524, 145.0701627]",$400,"As New Luxury 3 Bedroom 2 Storey House suit all your needs.
- Master bedroom with ensuite and walk-in-robe.
- 2 other over-size bedrooms with built-in-robe.
- internal Laundry with built-in-cupboard.
- European Style kitchen with Stainless steel appliances, i.e. gas cook-top, oven/griller, rangehood, dishwasher and ......
- Gas heating for the whole house.
- Split type cooling for the living",22 Scotchmer Crescent Mernda VIC 3754,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/18-lawn-walk-mernda-vic-3754-16061787,"[-37.59046379999999, 145.095485]",$340pw / $1477pcm," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",18 Lawn Walk Mernda VIC 3754,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/1-52-waterway-boulevard-doreen-vic-3754-15222962,"[-37.5894856, 145.1259313]",$480 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1/52 Waterway Boulevard Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/3-515-bridge-inn-road-mernda-vic-3754-16041013,"[-37.5998277, 145.0914454]",$380 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3/515 Bridge Inn Road Mernda VIC 3754,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/12-pittaway-street-mernda-vic-3754-16038764,"[-37.58919849999999, 145.0977365]",$520 PER WEEK," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",12 Pittaway Street Mernda VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/16-52-waterway-boulevard-doreen-vic-3754-15247450,"[-37.5894856, 145.1259313]",$450.00," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",16/52 Waterway Boulevard Doreen VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/25-haig-street-mernda-vic-3754-14866362,"[-37.5968278, 145.0872229]",$425 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",25 Haig Street Mernda VIC 3754,"['3 Beds', '2 Baths', '1 Parking']"
https://www.domain.com.au/3-ophir-way-mernda-vic-3754-15914298,"[-37.5867993, 145.0833453]",$500 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3 Ophir Way Mernda VIC 3754,"['4 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/16-515-bridge-inn-road-mernda-vic-3754-15403154,"[-37.5998277, 145.0914454]",$380/weekly $1651 Monthly," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",16/515 Bridge Inn Road Mernda VIC 3754,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/13-rose-street-alexandra-vic-3714-16036433,"[-37.1943325, 145.7043214]",$350 p.w.," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",13 Rose Street Alexandra VIC 3714,"['3 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/yarra-glen-vic-3775-16073364,"[-37.6571292, 145.3745877]",$390 pw,"NOTE: Please contact Danielle Cooper, Leasing Consultant at daniellecooper@methven.com.au or 03 9735-0000 with any questions regarding this property, or to arrange a private inspection.
Situated behind the secure electronic gates on a superbly serene acreage property is this stylish loft perfectly suited for singles or a couple. Located at the top of the stairs on the first level of the barn, you",Yarra Glen VIC 3775,"['1 Bed', '1 Bath', '1 Parking']"
https://www.domain.com.au/60-poplar-avenue-shepparton-vic-3630-15409230,"[-36.4001303, 145.4156259]",Contact Us For Pricing,EUREKA SHEPPARTON GARDENS,60 Poplar Avenue Shepparton VIC 3630,"['1 Bed', '1 Bath', '1 Parking']"
https://www.domain.com.au/5-sunrise-court-shepparton-vic-3630-16082009,"[-36.4074063, 145.4124038]",$350 p/w," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5 Sunrise Court Shepparton VIC 3630,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/3-39-annerley-avenue-shepparton-vic-3630-10281291,"[-36.3691922, 145.4163376]",$300.00 Per Week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3/39 Annerley Avenue Shepparton VIC 3630,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/1-36-dunlop-street-shepparton-vic-3630-16080695,"[-36.3588518, 145.4037545]",$300," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1/36 Dunlop Street Shepparton VIC 3630,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/1-tonkin-court-shepparton-vic-3630-14891260,"[-36.3975942, 145.4129661]",$350," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1 Tonkin Court Shepparton VIC 3630,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/7-toorak-terrace-shepparton-vic-3630-16079785,"[-36.3600863, 145.3720027]",$450 p/w," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",7 Toorak Terrace Shepparton VIC 3630,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/16-hill-street-shepparton-vic-3630-16079212,"[-36.3655795, 145.4075414]",$420 p/w," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",16 Hill Street Shepparton VIC 3630,"['3 Beds', '2 Baths', '2 Parking']"
https://www.domain.com.au/185-balaclava-road-shepparton-vic-3630-16077918,"[-36.3674844, 145.4124038]",$450," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",185 Balaclava Road Shepparton VIC 3630,"['3 Beds', '2 Baths', '3 Parking']"
https://www.domain.com.au/40-kilpatrick-ave-shepparton-vic-3630-16076934,"[-36.3656406, 145.4053271]",$480.00 Per Week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",40 Kilpatrick Ave Shepparton VIC 3630,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/99-sobraon-street-shepparton-vic-3630-16076012,"[-36.3858032, 145.4046519]",$310 per week," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",99 Sobraon Street Shepparton VIC 3630,"['2 Beds', '1 Bath', '1 Parking']"
https://www.domain.com.au/16-maxwell-street-shepparton-vic-3630-16075845,"[-36.3873704, 145.4135283]",$370 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",16 Maxwell Street Shepparton VIC 3630,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/6-bourchier-street-shepparton-vic-3630-16074261,"[-36.3668819, 145.4122741]",$430 p/w," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",6 Bourchier Street Shepparton VIC 3630,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/4-winston-street-shepparton-vic-3630-16074181,"[-36.3670236, 145.3938953]",$340 p/w," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4 Winston Street Shepparton VIC 3630,"['2 Beds', '1 Bath', '3 Parking']"
https://www.domain.com.au/7-acacia-street-shepparton-vic-3630-13095205,"[-36.3646956, 145.4192374]",$420 pw," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",7 Acacia Street Shepparton VIC 3630,"['3 Beds', '1 Bath', '2 Parking']"
https://www.domain.com.au/16-hicken-crescent-shepparton-vic-3630-15026973,"[-36.3595359, 145.3945006]",$285,"Theres more than meets the eye to this impressive Modern 3 bedroom family home located close to schools, shops, transport and parkland with features including a comfortable lounge room, Large bedrooms, New kitchen with gas / electric cooking, gas heating, and air conditioning, and ceiling fans throughout the home. Small rear yard with pets allowed. ",16 Hicken Crescent Shepparton VIC 3630,"['3 Beds', '1 Bath']"
https://www.domain.com.au/1-41-corio-street-shepparton-vic-3630-16071878,"[-36.37110759999999, 145.4056049]",$400 p/w," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1/41 Corio Street Shepparton VIC 3630,"['2 Beds', '2 Baths', '1 Parking']"
